0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SRX11078230,hg38,TFs and others,S100A10,Digestive tract,LoVo,Primary Tissue=Colon|Tissue Diagnosis=Adenocarcinoma,"25437813,95.1,13.4,924",GSM5360510: LoVoS100A10; Homo sapiens; ChIP-Seq,source_name=colon cancer cell line,treatment=treated with CoCl2,chip antibody=S100A10(BD Biosciences 610070 lot:7171618),cell line=LoVo,,
SRX11080721,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived endodermal cells,,"18749327,96.6,15.8,13207",GSM5360706: FOXA2 ChIP WT DE 1; Homo sapiens; ChIP-Seq,source_name=Normal definitive endoderm,cell type=Normal definitive endoderm,antibody=FOXA2,,,
SRX11080722,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived endodermal cells,,"24565165,95.3,14.0,17134",GSM5360707: FOXA2 ChIP WT DE 2; Homo sapiens; ChIP-Seq,source_name=Normal definitive endoderm,cell type=Normal definitive endoderm,antibody=FOXA2,,,
SRX11080723,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived gut tube,,"23760200,96.3,14.0,12223",GSM5360708: FOXA2 ChIP WT GT 1; Homo sapiens; ChIP-Seq,source_name=Normal ﻿primitive gut tube,cell type=Normal primitive gut tube,antibody=FOXA2,,,
SRX11080724,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived gut tube,,"18409470,96.2,13.1,8996",GSM5360709: FOXA2 ChIP WT GT 2; Homo sapiens; ChIP-Seq,source_name=Normal ﻿primitive gut tube,cell type=Normal primitive gut tube,antibody=FOXA2,,,
SRX11080725,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,,"23515553,96.2,13.2,13534",GSM5360710: FOXA2 ChIP WT PP 1; Homo sapiens; ChIP-Seq,source_name=Normal pancreatic progenitor,cell type=Normal pancreatic progenitor,antibody=FOXA2,,,
SRX11080726,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,,"20673444,95.7,11.2,5124",GSM5360711: FOXA2 ChIP WT PP 2; Homo sapiens; ChIP-Seq,source_name=Normal pancreatic progenitor,cell type=Normal pancreatic progenitor,antibody=FOXA2,,,
SRX11080727,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived endodermal cells,,"19981440,96.0,14.5,8586",GSM5360712: FOXA2 ChIP TKO DE 1; Homo sapiens; ChIP-Seq,source_name=Triple-knockout definitive endoderms,cell type=Triple-knockout definitive endoderms,antibody=FOXA2,,,
SRX11080728,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived endodermal cells,,"19017454,94.8,14.1,12963",GSM5360713: FOXA2 ChIP TKO DE 2; Homo sapiens; ChIP-Seq,source_name=Triple-knockout definitive endoderms,cell type=Triple-knockout definitive endoderms,antibody=FOXA2,,,
SRX11080729,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,,"22804190,96.1,13.4,9711",GSM5360714: FOXA2 ChIP TKO PP 1; Homo sapiens; ChIP-Seq,source_name=Triple-knockout pancreatic progenitors,cell type=Triple-knockout pancreatic progenitors,antibody=FOXA2,,,
SRX11080730,hg38,TFs and others,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,,"19538393,96.9,13.3,5616",GSM5360715: FOXA2 ChIP TKO PP 2; Homo sapiens; ChIP-Seq,source_name=Triple-knockout pancreatic progenitors,cell type=Triple-knockout pancreatic progenitors,antibody=FOXA2,,,
SRX11084724,hg38,TFs and others,Epitope tags,Blood,Hematopoietic Stem Cells,MeSH Description=Progenitor cells from which all blood cells derived. They are found primarily in the bone marrow and also in small numbers in the peripheral blood.,"16826441,57.8,42.2,943",GSM5362654: Hematopoietic Stem Cells - FOS/3FLAG; Homo sapiens; ChIP-Seq,source_name=Hematopoietic Stem Cells from Peripheral blood after mobilization,cell type=Hematopoietic Stem Cells,"chip antibody=Flag(sigma, f1804)",treatment=FOS/GFP+ cells of Lin-CD34+CD38- HSPCs cultured in vitro for 96h,,
SRX11094502,hg38,TFs and others,FLI1,Bone,A-673,Primary Tissue=Skeletal Muscle|Tissue Diagnosis=Rhabdomyosarcoma,"15502676,97.7,9.3,16503",GSM5363936: A673 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=A-673,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094507,hg38,TFs and others,FLI1,Neural,CHLA-10,,"27418837,97.8,18.4,10411",GSM5363941: CHLA10 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=CHLA-10,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094512,hg38,TFs and others,ERG,Neural,CHLA-25,,"24675057,98.5,13.5,5562",GSM5363946: CHLA25 ERG ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=CHLA-25,"chip antibody=ERG (Abcam, ab92513, 2 µg)",,,
SRX11094517,hg38,TFs and others,FLI1,Bone,EW-1,,"24242219,97.4,9.4,7628",GSM5363951: EW1 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=EW-1,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094522,hg38,TFs and others,FLI1,Bone,EW-22,,"27811036,95.4,14.3,12753",GSM5363956: EW22 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=EW-22,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094527,hg38,TFs and others,FLI1,Bone,EW-24,,"72593830,96.3,45.7,58999",GSM5363961: EW24 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=EW-24,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094532,hg38,TFs and others,ERG,Bone,EW-3,,"36219859,98.4,8.2,8826",GSM5363966: EW3 ERG ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=EW-3,"chip antibody=ERG (Abcam, ab92513, 2 µg)",,,
SRX11094537,hg38,TFs and others,FLI1,Bone,EW-7,,"30028917,97.4,16.6,6242",GSM5363971: EW7 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=EW-7,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094542,hg38,TFs and others,FLI1,Bone,MHH-ES-1,Primary Tissue=Bone|Tissue Diagnosis=Sarcoma Ewings,"15628367,98.4,6.7,5668",GSM5363976: MHHES1 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=MHH-ES-1,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094547,hg38,TFs and others,FLI1,Bone,MIC,,"29047353,97.9,9.6,19787",GSM5363981: MIC FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=MIC,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094552,hg38,TFs and others,FLI1,Bone,POE,,"20044834,98.5,2.8,2500",GSM5363986: POE FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=POE,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094557,hg38,TFs and others,FLI1,Bone,RD-ES,Primary Tissue=Bone|Tissue Diagnosis=Sarcoma Ewings,"37677310,97.0,16.6,18679",GSM5363991: RDES FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=RD-ES,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094562,hg38,TFs and others,FLI1,Bone,Rh1,,"28965141,98.2,8.1,11763",GSM5363996: RH1 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=Rh1,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094567,hg38,TFs and others,FLI1,Bone,SK-ES-1,Primary Tissue=Bone|Tissue Diagnosis=Sarcoma Ewings,"36663933,96.3,14.6,23881",GSM5364001: SKES1 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=SK-ES-1,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094572,hg38,TFs and others,FLI1,Neural,SK-N-MC,Primary Tissue=Brain|Site of Extraction=Brain|Tissue Diagnosis=neuroepithelioma,"42762602,97.4,24.3,11299",GSM5364006: SKNMC FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=SK-N-MC,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094577,hg38,TFs and others,FLI1,Bone,TC-32,,"18824793,95.6,20.6,2289",GSM5364011: TC32 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=TC-32,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094582,hg38,TFs and others,FLI1,Bone,TC-71,Primary Tissue=Bone|Tissue Diagnosis=Sarcoma Ewings,"19631594,95.5,60.1,7106",GSM5364016: TC71 FLI1 ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=TC-71,"chip antibody=FLI1 (Abcam, ab15289, 2 µg)",,,
SRX11094587,hg38,TFs and others,ERG,Bone,TC-106,,"36011738,97.2,13.7,19478",GSM5364021: TC106 ERG ChIPSeq; Homo sapiens; ChIP-Seq,source_name=Ewing sarcoma cell line,cell line=TC-106,"chip antibody=ERG (Abcam, ab92513, 2 µg)",,,
SRX11101567,hg38,TFs and others,EZH2,Others,HT-1376,Primary Tissue=Urinary Bladder|Tissue Diagnosis=Carcinoma,"44502126,92.3,12.0,4756",GSM5366298: HT1376 DMSO EZH2; Homo sapiens; ChIP-Seq,source_name=HT1376,cell line=HT1376,treatment=DMSO,target=EZH2,,
SRX11101568,hg38,TFs and others,EZH2,Others,HT-1376,Primary Tissue=Urinary Bladder|Tissue Diagnosis=Carcinoma,"36384799,92.7,24.2,12318",GSM5366299: HT1376 CPI-0209 EZH2; Homo sapiens; ChIP-Seq,source_name=HT1376,cell line=HT1376,treatment=CPI-0209,target=EZH2,,
SRX11120869,hg38,TFs and others,CREBBP,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"45699528,99.0,4.2,1208",GSM5373114: ChIPseq MCF7 CBP Ctrl; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=CBP,treatment=Estrogen -,,
SRX11120870,hg38,TFs and others,CREBBP,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"44311981,99.0,14.5,10228",GSM5373115: ChIPseq MCF7 CBP E2; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=CBP,treatment=Estrogen +,,
SRX11120871,hg38,TFs and others,AFF4,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"39374467,99.1,6.4,1777",GSM5373116: ChIPseq MCF7 AFF4 Ctrl; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=AFF4,treatment=Estrogen -,,
SRX11120872,hg38,TFs and others,AFF4,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"41759700,99.2,6.5,2124",GSM5373117: ChIPseq MCF7 AFF4 E2; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=AFF4,treatment=Estrogen +,,
SRX11120873,hg38,TFs and others,CTCF,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"50362395,99.1,10.6,28607",GSM5373118: ChIPseq MCF7 CTCF Ctrl; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=CTCF,treatment=Estrogen -,,
SRX11120874,hg38,TFs and others,CTCF,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"48227260,99.0,13.3,37929",GSM5373119: ChIPseq MCF7 CTCF E2; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=CTCF,treatment=Estrogen +,,
SRX11120875,hg38,TFs and others,MAU2,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"48266894,99.0,13.4,11074",GSM5373120: ChIPseq MCF7 Mau2 Ctrl; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=Mau2,treatment=Estrogen -,,
SRX11120876,hg38,TFs and others,MAU2,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"52337196,98.7,10.6,14093",GSM5373121: ChIPseq MCF7 Mau2 E2; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=Mau2,treatment=Estrogen +,,
SRX11120882,hg38,TFs and others,RAD21,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"47988130,99.2,8.5,37589",GSM5373127: ChIPseq MCF7 Rad21 Ctrl; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=Rad21,treatment=Estrogen -,,
SRX11120883,hg38,TFs and others,RAD21,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"49775366,99.4,5.2,39455",GSM5373128: ChIPseq MCF7 Rad21 E2 30min; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=Rad21,treatment=Estrogen + 30min,,
SRX11120884,hg38,TFs and others,RAD21,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"53431467,99.2,6.1,31127",GSM5373129: ChIPseq MCF7 Rad21 E2 45min; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=Rad21,treatment=Estrogen + 45min,,
SRX11120885,hg38,TFs and others,TAF1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"42303718,99.4,9.4,18036",GSM5373130: ChIPseq MCF7 TAF1 Ctrl; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=TAF1,treatment=Estrogen -,,
SRX11120886,hg38,TFs and others,TAF1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"46088378,99.4,9.7,19681",GSM5373131: ChIPseq MCF7 TAF1 E2; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=TAF1,treatment=Estrogen +,,
SRX11120887,hg38,TFs and others,EP300,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"49232618,98.8,11.1,7230",GSM5373132: ChIPseq MCF7 p300 Ctrl; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=p300,treatment=Estrogen -,,
SRX11120888,hg38,TFs and others,EP300,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"47683697,99.0,6.5,6208",GSM5373133: ChIPseq MCF7 p300 E2; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=p300,treatment=Estrogen +,,
SRX11120902,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"15002382,88.2,15.3,10937",GSM5373147: ChIPseq MCF7 ER Ctrl; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=ER,treatment=Estrogen -,,
SRX11120903,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"15450131,94.0,25.0,45119",GSM5373148: ChIPseq MCF7 ER E2; Homo sapiens; ChIP-Seq,source_name=MCF7 cell line,cell type=MCF7 cell line,antibody=ER,treatment=Estrogen +,,
SRX11120904,hg38,TFs and others,RAD21,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"48911929,99.5,5.0,15553",GSM5373149: ChIPseq 293T Rad21 WT; Homo sapiens; ChIP-Seq,source_name=293T cell line,cell type=293T cell line,antibody=Rad21,treatment=Non-treatment,,
SRX11120905,hg38,TFs and others,RAD21,Blood,B cells,,"54520709,99.2,21.9,8030",GSM5373150: ChIPseq Bcell Rad21 WT; Homo sapiens; ChIP-Seq,source_name=Bcell,cell type=Bcell,antibody=Rad21,treatment=Non-treatment,,
SRX11120906,hg38,TFs and others,RAD21,Others,Fibroblasts,,"43677388,99.5,5.5,7800",GSM5373151: ChIPseq Fibroblast Rad21 WT; Homo sapiens; ChIP-Seq,source_name=Healthy Fibroblast,cell type=Healthy Fibroblast,antibody=Rad21,treatment=Non-treatment,,
SRX11120907,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"40361651,99.5,5.0,19295",GSM5373152: ChIPseq RPE Rad21 WT; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=Non-treatment,,
SRX11120910,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"33558564,99.2,5.1,20005",GSM5373155: ChIPseq RPE Rad21 FBS-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=FBS -,,
SRX11120911,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"53158510,99.2,4.4,18547",GSM5373156: ChIPseq RPE Rad21 FBS+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=FBS +,,
SRX11120912,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"49406086,99.4,4.8,24423",GSM5373157: ChIPseq RPE Rad21 DRB-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=DRB -,,
SRX11120913,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"35670197,99.4,4.6,23209",GSM5373158: ChIPseq RPE Rad21 DRB+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=DRB +,,
SRX11120914,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"38783279,99.1,6.7,26438",GSM5373159: ChIPseq RPE Rad21 FBS+DRB; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=FBS + DRB +,,
SRX11120915,hg38,TFs and others,STAG1,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"46011661,98.3,17.1,48252",GSM5373160: ChIPseq RPE SA1 FBS-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=SA1,treatment=FBS -,,
SRX11120916,hg38,TFs and others,STAG1,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"49205319,98.7,18.9,46203",GSM5373161: ChIPseq RPE SA1 FBS+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=SA1,treatment=FBS +,,
SRX11120917,hg38,TFs and others,CTCF,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"51761478,73.5,12.4,38093",GSM5373162: ChIPseq RPE CTCF; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=CTCF,treatment=Non-treatment,,
SRX11120922,hg38,TFs and others,MAU2,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"50674564,98.7,8.7,12642",GSM5373167: ChIPseq RPE Mau2 FBS-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Mau2,treatment=FBS -,,
SRX11120923,hg38,TFs and others,MAU2,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"50651837,98.6,8.9,11860",GSM5373168: ChIPseq RPE Mau2 FBS+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Mau2,treatment=FBS +,,
SRX11120924,hg38,TFs and others,MED1,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"58266689,93.2,26.0,12353",GSM5373169: ChIPseq RPE Med1 FBS-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Med1,treatment=FBS -,,
SRX11120925,hg38,TFs and others,MED1,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"54284209,96.8,55.5,1798",GSM5373170: ChIPseq RPE Med1 FBS+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Med1,treatment=FBS +,,
SRX11120932,hg38,TFs and others,AFF4,Others,Fibroblasts,,"47304579,99.2,7.8,811",GSM5373177: ChIPseq Fibroblast AFF4 CdLS; Homo sapiens; ChIP-Seq,source_name=CdLS Fibroblast,cell type=CdLS Fibroblast,antibody=AFF4,treatment=Non-treatment,,
SRX11120933,hg38,TFs and others,AFF4,Others,Fibroblasts,,"46481461,99.3,6.6,727",GSM5373178: ChIPseq Fibroblast AFF4 CHOPS; Homo sapiens; ChIP-Seq,source_name=CHOPS Fibroblast,cell type=CHOPS Fibroblast,antibody=AFF4,treatment=Non-treatment,,
SRX11120934,hg38,TFs and others,AFF4,Others,Fibroblasts,,"51147734,99.3,6.9,933",GSM5373179: ChIPseq Fibroblast AFF4 Normal; Homo sapiens; ChIP-Seq,source_name=Healthy Fibroblast,cell type=Healthy Fibroblast,antibody=AFF4,treatment=Non-treatment,,
SRX11120938,hg38,TFs and others,NIPBL,Others,Fibroblasts,,"50390295,98.2,30.3,13348",GSM5373183: ChIPseq Fibroblast NIPBL CdLS; Homo sapiens; ChIP-Seq,source_name=CdLS Fibroblast,cell type=CdLS Fibroblast,antibody=NIPBL,treatment=Non-treatment,,
SRX11120939,hg38,TFs and others,NIPBL,Others,Fibroblasts,,"55347884,97.6,30.6,15079",GSM5373184: ChIPseq Fibroblast NIPBL CHOPS; Homo sapiens; ChIP-Seq,source_name=CHOPS Fibroblast,cell type=CHOPS Fibroblast,antibody=NIPBL,treatment=Non-treatment,,
SRX11120950,hg38,TFs and others,NIPBL,Others,Fibroblasts,,"45137232,97.7,21.5,10974",GSM5373185: ChIPseq Fibroblast NIPBL Normal; Homo sapiens; ChIP-Seq,source_name=Healthy Fibroblast,cell type=Healthy Fibroblast,antibody=NIPBL,treatment=Non-treatment,,
SRX11120957,hg38,TFs and others,RAD21,Others,Fibroblasts,,"53031015,98.9,18.2,47222",GSM5373192: ChIPseq Fibroblast Rad21 CdLS; Homo sapiens; ChIP-Seq,source_name=CdLS Fibroblast,cell type=CdLS Fibroblast,antibody=Rad21,treatment=Non-treatment,,
SRX11120958,hg38,TFs and others,RAD21,Others,Fibroblasts,,"57849153,98.6,25.2,53351",GSM5373193: ChIPseq Fibroblast Rad21 CHOPS; Homo sapiens; ChIP-Seq,source_name=CHOPS Fibroblast,cell type=CHOPS Fibroblast,antibody=Rad21,treatment=Non-treatment,,
SRX11120959,hg38,TFs and others,RAD21,Others,Fibroblasts,,"54695854,99.0,21.3,49434",GSM5373194: ChIPseq Fibroblast Rad21 Normal; Homo sapiens; ChIP-Seq,source_name=Healthy Fibroblast,cell type=Healthy Fibroblast,antibody=Rad21,treatment=Non-treatment,,
SRX1112993,hg38,TFs and others,LMNB1,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"72721506,87.6,10.7,2106","GSM1827553: Lamin B1, Replicate 1; Homo sapiens; ChIP-Seq",source_name=IMR90 fibroblasts in culture,cell line=IMR90,antibody=Abcam #ab16048,,,
SRX1112994,hg38,TFs and others,LMNB1,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"70304512,85.5,10.3,1808","GSM1827554: Lamin B1, Replicate 2; Homo sapiens; ChIP-Seq",source_name=IMR90 fibroblasts in culture,cell line=IMR90,antibody=Abcam #ab16048,,,
SRX1112995,hg38,TFs and others,MAP1LC3B,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"56874684,90.5,8.3,1432","GSM1827555: LC3, Replicate 1; Homo sapiens; ChIP-Seq",source_name=IMR90 fibroblasts in culture,cell line=IMR90,antibody=Cell Signaling Technology #3868,,,
SRX1112996,hg38,TFs and others,MAP1LC3B,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"108293230,84.2,25.1,2295","GSM1827556: LC3, Replicate 2; Homo sapiens; ChIP-Seq",source_name=IMR90 fibroblasts in culture,cell line=IMR90,antibody=Cell Signaling Technology #3868,,,
SRX11135507,hg38,TFs and others,NUDT21,Pluripotent stem cell,hESC H9,,"28416972,23.6,27.7,182",GSM5379786: ChIP-seq for CFIm25 in control hESCs (Control H9-1); Homo sapiens; ChIP-Seq,source_name=H9 cell line,cell line=human embroynic stem cell line H9,"chip antibody=10322-1-AP-50ul, Proteintech",genotype=Control,,
SRX11135508,hg38,TFs and others,NUDT21,Pluripotent stem cell,hESC H9,,"16025507,66.6,34.3,217",GSM5379787: ChIP-seq for CFIm25 in control hESCs (Control H9-2); Homo sapiens; ChIP-Seq,source_name=H9 cell line,cell line=human embroynic stem cell line H9,"chip antibody=10322-1-AP-50ul, Proteintech",genotype=Control,,
SRX11135509,hg38,TFs and others,NUDT21,Pluripotent stem cell,hESC H9,,"27450700,51.1,41.4,144",GSM5379788: ChIP-seq for CFIm25 in CFIm25 KO hESCs (CFIm25 KO H9-1); Homo sapiens; ChIP-Seq,source_name=H9 cell line,cell line=human embroynic stem cell line H9,"chip antibody=10322-1-AP-50ul, Proteintech",genotype=CFIm25 KO,,
SRX11135510,hg38,TFs and others,NUDT21,Pluripotent stem cell,hESC H9,,"26959519,38.4,35.3,119",GSM5379789: ChIP-seq for CFIm25 in CFIm25 KO hESCs (CFIm25 KO H9-2); Homo sapiens; ChIP-Seq,source_name=H9 cell line,cell line=human embroynic stem cell line H9,"chip antibody=10322-1-AP-50ul, Proteintech",genotype=CFIm25 KO,,
SRX11135513,hg38,TFs and others,TBP,Pluripotent stem cell,hESC H9,,"40751740,92.5,9.0,4389",GSM5379754: TBP ChIP-seq in control hESCs replicate 1 (TBP-H9-1); Homo sapiens; ChIP-Seq,source_name=H9 cell line,cell line=human embroynic stem cell line H9,"chip antibody=CST, 44059T",genotype=control,,
