0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
SRX099243,mm10,TFs and others,Kdm4d,Blood,Dendritic Cells,MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.,"39705140,89.8,25.5,593",GSM801528: JmjD2d stim DC,source_name=JmjD2d_stim_DC,cell type=dendritic cells,chip antibody=anti-JmjD2d (clone 1-7),,,
SRX099244,mm10,TFs and others,Kdm4a,Blood,Dendritic Cells,MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.,"38321438,90.6,18.3,778",GSM801529: JmjD2 34 stim DC,source_name=JmjD2_34_stim_DC,cell type=dendritic cells,chip antibody=anti-JmjD2-family (clone 34),,,
SRX10049370,mm10,TFs and others,Trim28,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","81107892,97.8,15.5,32918",GSM5070257: ChIPseq TRIM28; Mus musculus; ChIP-Seq,source_name=ovary,antibody=TRIM28,,,,
SRX10049371,mm10,TFs and others,Foxl2,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","94573010,98.5,15.3,51815",GSM5070258: ChIPseq FOXL2; Mus musculus; ChIP-Seq,source_name=ovary,antibody=FOXL2,,,,
SRX10049397,mm10,TFs and others,Sumo1,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","42905465,95.2,23.9,24787",GSM5070260: WT SUMO1 1; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO1,,,,
SRX10049398,mm10,TFs and others,Sumo1,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","47160196,95.9,20.5,28404",GSM5070261: WT SUMO1 2; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO1,,,,
SRX10049399,mm10,TFs and others,Sumo2,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","42621289,96.5,28.3,40713",GSM5070262: WT SUMO2 1; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO2,,,,
SRX10049400,mm10,TFs and others,Sumo2,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","47465742,96.2,23.4,43474",GSM5070263: WT SUMO2 2; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO2,,,,
SRX10049401,mm10,TFs and others,Sumo1,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","43225759,91.2,18.7,35160",GSM5070264: KO SUMO1 1; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO1,,,,
SRX10049402,mm10,TFs and others,Sumo1,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","47447331,94.8,20.7,39649",GSM5070265: KO SUMO1 2; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO1,,,,
SRX10049403,mm10,TFs and others,Sumo2,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","48793879,97.0,26.4,53559",GSM5070266: KO SUMO2 1; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO2,,,,
SRX10049404,mm10,TFs and others,Sumo2,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","44994645,96.8,27.4,47304",GSM5070267: KO SUMO2 2; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO2,,,,
SRX10049405,mm10,TFs and others,Sumo1,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","50983110,93.5,23.2,35389",GSM5070268: PHD SUMO1 1; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO1,,,,
SRX10049406,mm10,TFs and others,Sumo1,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","41760456,94.0,21.9,30543",GSM5070269: PHD SUMO1 2; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO1,,,,
SRX10049407,mm10,TFs and others,Sumo2,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","38905172,96.4,28.8,40666",GSM5070270: PHD SUMO2 1; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO2,,,,
SRX10049408,mm10,TFs and others,Sumo2,Gonad,Ovary,"MeSH Description=The reproductive organ (GONADS) in female animals. In vertebrates, the ovary contains two functional parts: the OVARIAN FOLLICLE for the production of female germ cells (OOGENESIS); and the endocrine cells (GRANULOSA CELLS; THECA CELLS; and LUTEAL CELLS) for the production of ESTROGENS and PROGESTERONE.","54628693,96.5,37.1,45861",GSM5070271: PHD SUMO2 2; Mus musculus; ChIP-Seq,source_name=ovary,antibody=SUMO2,,,,
SRX10118211,mm10,TFs and others,Nfix,Blood,HPC5,,"47364941,93.4,20.6,7839",GSM5088070: 1678570 MW119 P8 NFIX; Mus musculus; ChIP-Seq,source_name=1678570_MW119_P8_NFIX,cell line=HPC5,antibody=NFIX,,,
SRX10118213,mm10,TFs and others,Nfix,Blood,HPC5,,"27215736,96.0,25.9,3038",GSM5088072: 1678572 MW120 P13 NFIX; Mus musculus; ChIP-Seq,source_name=1678572_MW120_P13_NFIX,cell line=HPC5,antibody=NFIX,,,
SRX10118215,mm10,TFs and others,Nfix,Blood,HPC5,,"43081196,97.2,22.4,2472",GSM5088074: 1706657 MW127 KONFIX 0423; Mus musculus; ChIP-Seq,source_name=1706657_MW127_KONFIX_0423,cell line=HPC5-NFIXKO,antibody=NFIX,,,
SRX10118216,mm10,TFs and others,Nfix,Blood,HPC5,,"64239198,96.5,24.3,640",GSM5088075: 1706659 MW127 KONFIX 0417; Mus musculus; ChIP-Seq,source_name=1706659_MW127_KONFIX_0417,cell line=HPC5-NFIXKO,antibody=NFIX,,,
SRX10118229,mm10,TFs and others,Spi1,Blood,HPC5,,"26953027,94.7,15.6,16057",GSM5088088: wt p9 pu1; Mus musculus; ChIP-Seq,source_name=wt_p9_pu1,cell line=HPC5,antibody=PU.1,SRX10120413,mm10,ATAC-Seq
SRX10157918,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"16149662,98.4,12.7,2593",GSM5102935: Normal mouse esophageal organoids Sox2 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=Normal mouse esophageal organoids replicate1,tissue=esophagus,chip antibody=sox2,,,
SRX10157919,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"18029624,98.4,14.2,6618",GSM5102936: Normal mouse esophageal organoids Sox2 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=Normal mouse esophageal organoids replicate2,tissue=esophagus,chip antibody=sox2,,,
SRX10157920,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"20027645,96.3,22.3,12137",GSM5102937: P53 knockout/p16 knockout mouse esophageal organoids Sox2 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=P53 knockout/p16 knockout mouse esophageal organoids replicate1,tissue=esophagus,chip antibody=sox2,,,
SRX10157921,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"19560671,98.2,18.3,7021",GSM5102938: P53 knockout/p16 knockout mouse esophageal organoids Sox2 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=P53 knockout/p16 knockout mouse esophageal organoids replicate2,tissue=esophagus,chip antibody=sox2,,,
SRX10157922,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"16583979,98.3,11.1,6765",GSM5102939: Sox2 overexpression mouse esophageal organoids Sox2 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression mouse esophageal organoids replicate1,tissue=esophagus,chip antibody=sox2,,,
SRX10157923,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"18032238,98.5,11.5,9273",GSM5102940: Sox2 overexpression mouse esophageal organoids Sox2 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression mouse esophageal organoids replicate2,tissue=esophagus,chip antibody=sox2,,,
SRX10157924,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"17805763,98.7,9.5,19610",GSM5102941: Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids Sox2 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids replicate1,tissue=esophagus,chip antibody=sox2,,,
SRX10157925,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"19992845,98.4,9.7,21448",GSM5102942: Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids Sox2 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids replicate2,tissue=esophagus,chip antibody=sox2,,,
SRX10157942,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"25772520,87.9,20.4,1160",GSM5102959: Normal mouse esophageal organoids Klf5 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=Normal mouse esophageal organoids replicate1,tissue=esophagus,chip antibody=klf5,,,
SRX10157943,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"21362562,98.2,22.4,232",GSM5102960: Normal mouse esophageal organoids Klf5 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=Normal mouse esophageal organoids replicate2,tissue=esophagus,chip antibody=klf5,,,
SRX10157944,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"22731494,44.5,32.8,256",GSM5102961: P53 knockout/p16 knockout mouse esophageal organoids Klf5 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=P53 knockout/p16 knockout mouse esophageal organoids replicate1,tissue=esophagus,chip antibody=klf5,,,
SRX10157945,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"25020171,21.1,16.1,240",GSM5102962: P53 knockout/p16 knockout mouse esophageal organoids Klf5 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=P53 knockout/p16 knockout mouse esophageal organoids replicate2,tissue=esophagus,chip antibody=klf5,,,
SRX10157946,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"22503383,74.5,36.7,417",GSM5102963: Sox2 overexpression mouse esophageal organoids Klf5 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression mouse esophageal organoids replicate1,tissue=esophagus,chip antibody=klf5,,,
SRX10157947,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"20869581,94.3,42.5,390",GSM5102964: Sox2 overexpression mouse esophageal organoids Klf5 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression mouse esophageal organoids replicate2,tissue=esophagus,chip antibody=klf5,,,
SRX10157948,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"25040839,83.1,16.7,14654",GSM5102965: Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids Klf5 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids replicate1,tissue=esophagus,chip antibody=klf5,,,
SRX10157949,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"23100662,98.2,14.5,5518",GSM5102966: Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids Klf5 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids replicate2,tissue=esophagus,chip antibody=klf5,,,
SRX10157958,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"38236601,98.8,19.9,9431",GSM5102975: Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids shScrambe dox(+) Sox2 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids shScrambe dox(+) replicate1,tissue=esophagus,chip antibody=sox2,,,
SRX10157959,mm10,TFs and others,Sox2,Digestive tract,Esophageal organoids,,"43583479,98.8,19.6,16433",GSM5102976: Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids shScrambe dox(+) Sox2 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids shScrambe dox(+) replicate2,tissue=esophagus,chip antibody=sox2,,,
SRX10157960,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"24642152,98.6,15.5,1563",GSM5102977: Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids shKlf5 dox(+) Sox2 ChIP-seq replicate1; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids shKlf5 dox(+) replicate1,tissue=esophagus,chip antibody=sox2,,,
SRX10157961,mm10,TFs and others,Klf5,Digestive tract,Esophageal organoids,,"19678608,98.7,14.3,739",GSM5102978: Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids shKlf5 dox(+) Sox2 ChIP-seq replicate2; Mus musculus; ChIP-Seq,source_name=Sox2 overexpression/P53 knockout/p16 knockout mouse esophageal organoids shKlf5 dox(+) replicate2,tissue=esophagus,chip antibody=sox2,SRX101594,mm10,TFs and others
SRX1023381,mm10,TFs and others,Sox9,Unclassified,Unclassified,,"46757300,94.2,91.5,12335",GSM1680578: ChIP Sox9; Mus musculus; ChIP-Seq,source_name=K14CreER SmoM2 cells,cell type=K14CreER SmoM2 cells,"chip antibody=Sox9 (Millipore, AB5535)",,,
SRX10310860,mm10,TFs and others,Epitope tags,Pluripotent stem cell,ES cells,,"29244589,94.3,11.1,620",GSM5155737: 15209X05: HA no tag control ChIP rep #1; Mus musculus; ChIP-Seq,source_name=E14 mESC p20-32,cell type=mESC,chip antibody=HA control ChIP,,,
SRX10310861,mm10,TFs and others,Epitope tags,Pluripotent stem cell,ES cells,,"31766904,93.0,12.8,466",GSM5155738: 15209X06: HA no tag control ChIP rep #2; Mus musculus; ChIP-Seq,source_name=E14 mESC p20-33,cell type=mESC,chip antibody=HA control ChIP,,,
SRX10310862,mm10,TFs and others,Trp53,Pluripotent stem cell,ES cells,,"24699217,96.1,6.8,8499",GSM5155739: 15209X07: p53 (HA IP) ChIP-seq rep #1; Mus musculus; ChIP-Seq,source_name=E14 mESC p20-34,cell type=mESC,chip antibody=HA-p53 ChIP,,,
SRX10310863,mm10,TFs and others,Trp53,Pluripotent stem cell,ES cells,,"26791037,95.8,8.0,4871",GSM5155740: 15209X08: p53 (HA IP) ChIP-seq rep #1; Mus musculus; ChIP-Seq,source_name=E14 mESC p20-35,cell type=mESC,chip antibody=HA-p53 ChIP,,,
SRX105446,mm10,TFs and others,Runx1,Blood,L8057,,"84375629,96.5,50.7,13434",GSM832311: Runx1 induced ChIPseq; Mus musculus; ChIP-Seq,source_name=Runx1_induced_ChIPseq,cell line=L8057,,,,
SRX105447,mm10,TFs and others,Cbfb,Blood,L8057,,"74326610,96.9,36.8,22309",GSM832312: CBFb induced ChIPseq; Mus musculus; ChIP-Seq,source_name=CBFb_induced_ChIPseq,cell line=L8057,,,,
SRX105448,mm10,TFs and others,Rnf2,Blood,L8057,,"84716665,96.9,33.5,18427",GSM832313: Ring1b induced ChIPseq; Mus musculus; ChIP-Seq,source_name=Ring1b_induced_ChIPseq,cell line=L8057,,,,
SRX105450,mm10,TFs and others,Runx1,Blood,L8057,,"30241990,95.9,32.5,8541",GSM832315: Runx1 uninduced ChIPseq; Mus musculus; ChIP-Seq,source_name=Runx1_uninduced_ChIPseq,cell line=L8057,,,,
SRX105451,mm10,TFs and others,Cbfb,Blood,L8057,,"33456009,96.3,26.1,15470",GSM832316: CBFb uninduced ChIPseq; Mus musculus; ChIP-Seq,source_name=CBFb_uninduced_ChIPseq,cell line=L8057,,,,
SRX105452,mm10,TFs and others,Rnf2,Blood,L8057,,"39875810,95.3,56.4,8616",GSM832317: Ring1b uninduced ChIPseq; Mus musculus; ChIP-Seq,source_name=Ring1b_uninduced_ChIPseq,cell line=L8057,,,,
SRX105455,mm10,TFs and others,Rnf2,Blood,L8057,,"23452823,90.2,80.6,788",GSM832320: Ring1b alt ab ChIPseq; Mus musculus; ChIP-Seq,source_name=Ring1b_alt_ab_ChIPseq,cell line=L8057,,SRX105456,mm10,TFs and others
SRX10550254,mm10,TFs and others,Trp53,Blood,Ba/F3,Primary Tissue=Blood|Tissue Diagnosis=Normal,"44913734,94.4,12.1,2125",GSM5230776: p53 UT BaF3; Mus musculus; ChIP-Seq,source_name=Ba/F3 cell line stably expressing triple-FLAG-tagged murine MYSM1 (cell lines described in PMID: 26768662),cell type=Ba/F3 cells,"chip antibody=anti-p53 (1C12, Cell Signaling Technology)",,,
SRX10550255,mm10,TFs and others,Trp53,Blood,Ba/F3,Primary Tissue=Blood|Tissue Diagnosis=Normal,"29912944,96.7,6.9,4907",GSM5230777: p53 IR BaF3; Mus musculus; ChIP-Seq,source_name=Ba/F3 cell line stably expressing triple-FLAG-tagged murine MYSM1 (cell lines described in PMID: 26768662),cell type=Ba/F3 cells,"chip antibody=anti-p53 (1C12, Cell Signaling Technology)",,,
SRX10550256,mm10,TFs and others,Trp53,Blood,HPC-7,,"45671756,90.0,15.5,2592",GSM5230778: p53 UT HPC7; Mus musculus; ChIP-Seq,source_name=HPC7 cell line stably expressing triple-FLAG-tagged murine MYSM1 (cell lines described in PMID: 26768662),cell type=HPC7 cells,"chip antibody=anti-p53 (1C12, Cell Signaling Technology)",,,
SRX10629537,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"108240395,91.9,10.8,324",GSM5251786: wild type BRD4 ChIP input 1; Mus musculus; ChIP-Seq,source_name=wild type_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629538,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"107830141,94.3,10.6,378",GSM5251787: wild type BRD4 ChIP input 2; Mus musculus; ChIP-Seq,source_name=wild type_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629539,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"51494530,95.2,12.0,181",GSM5251788: Dicer clone BRD4 ChIP input 1; Mus musculus; ChIP-Seq,source_name=Dicer clone_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629540,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"17841454,93.9,10.7,129",GSM5251789: Dicer clone BRD4 ChIP input 2; Mus musculus; ChIP-Seq,source_name=Dicer clone_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629541,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"23933828,95.7,11.6,124",GSM5251790: Dicer timecourse BRD4 ChIP input 1; Mus musculus; ChIP-Seq,source_name=Dicer timecourse_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629542,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"35805005,94.9,12.0,152",GSM5251791: Dicer timecourse BRD4 ChIP input 2; Mus musculus; ChIP-Seq,source_name=Dicer timecourse_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629543,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"19195584,95.7,10.6,1720",GSM5251792: wild type BRD4 ChIP 1; Mus musculus; ChIP-Seq,source_name=wild type_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629544,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"24034027,94.5,9.8,6122",GSM5251793: wild type BRD4 ChIP 2; Mus musculus; ChIP-Seq,source_name=wild type_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629545,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"11689914,95.7,12.7,136",GSM5251794: Dicer clone BRD4 ChIP 1; Mus musculus; ChIP-Seq,source_name=Dicer clone_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629546,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"19768889,96.5,14.4,2024",GSM5251795: Dicer clone BRD4 ChIP 2; Mus musculus; ChIP-Seq,source_name=Dicer clone_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629547,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"30657699,94.9,16.2,2881",GSM5251796: Dicer timecourse BRD4 ChIP 1; Mus musculus; ChIP-Seq,source_name=Dicer timecourse_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10629548,mm10,TFs and others,Brd4,Pluripotent stem cell,ES cells,,"18285970,96.0,16.2,171",GSM5251797: Dicer timecourse BRD4 ChIP 2; Mus musculus; ChIP-Seq,source_name=Dicer timecourse_BRD4_ChIP,strain background=C57BL/6,cell type=mouse embryonic stem cells,,,
SRX10659669,mm10,TFs and others,Hnf4a,Liver,Liver,"MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.","32064288,64.0,27.2,29263",GSM5260466: ChIP HNF4a on FoxA Dev double null - sample 1; Mus musculus; ChIP-Seq,source_name=ChIP HNF4a on FoxA Dev double null,age=8 weeks old,tissue=Liver,,,
SRX10659670,mm10,TFs and others,Hnf4a,Liver,Liver,"MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.","33179936,68.8,26.4,32377",GSM5260467: ChIP HNF4a on FoxA Dev double null - sample 2; Mus musculus; ChIP-Seq,source_name=ChIP HNF4a on FoxA Dev double null,age=8 weeks old,tissue=Liver,,,
SRX10659671,mm10,TFs and others,Hnf4a,Liver,Liver,"MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.","32102437,76.7,24.5,23615",GSM5260468: ChIP HNF4a on FoxA Dev double null - sample 3; Mus musculus; ChIP-Seq,source_name=ChIP HNF4a on FoxA Dev double null,age=8 weeks old,tissue=Liver,,,
SRX10659672,mm10,TFs and others,Hnf4a,Liver,Liver,"MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.","34991157,77.3,26.6,37462",GSM5260469: ChIP HNF4a on FoxA1L/L;FoxA2L/L - sample 1; Mus musculus; ChIP-Seq,source_name=ChIP HNF4a on FoxA1L/L;FoxA2L/L,age=8 weeks old,tissue=Liver,,,
SRX10659673,mm10,TFs and others,Hnf4a,Liver,Liver,"MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.","20214376,72.1,20.0,32753",GSM5260470: ChIP HNF4a on FoxA1L/L;FoxA2L/L - sample 2; Mus musculus; ChIP-Seq,source_name=ChIP HNF4a on FoxA1L/L;FoxA2L/L,age=8 weeks old,tissue=Liver,,,
SRX10659674,mm10,TFs and others,Hnf4a,Liver,Liver,"MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.","29379568,75.5,23.6,35009",GSM5260471: ChIP HNF4a on FoxA1L/L;FoxA2L/L - sample 3; Mus musculus; ChIP-Seq,source_name=ChIP HNF4a on FoxA1L/L;FoxA2L/L,age=8 weeks old,tissue=Liver,,,
SRX10659675,mm10,TFs and others,Hnf4a,Liver,Liver,"MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.","31037356,64.2,27.4,47740",GSM5260472: ChIP HNF4a on FoxA adukt double null - sample 1; Mus musculus; ChIP-Seq,source_name=ChIP HNF4a on FoxA adukt double null,age=8 weeks old,tissue=Liver,,,
SRX10659676,mm10,TFs and others,Hnf4a,Liver,Liver,"MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.","31924194,68.5,28.6,44858",GSM5260473: ChIP HNF4a on FoxA adukt double null - sample 2; Mus musculus; ChIP-Seq,source_name=ChIP HNF4a on FoxA adukt double null,age=8 weeks old,tissue=Liver,,,
SRX10687860,mm10,TFs and others,Epitope tags,Embryo,Forelimb,"MeSH Description=A front limb of a quadruped. (The Random House College Dictionary, 1980)","37070508,90.0,26.6,6549",GSM5267705: Scx-Flag ChIP-1; Mus musculus; ChIP-Seq,source_name=forelimb cells,age=E13.5,antibody=anti-FLAG,,,
SRX10687862,mm10,TFs and others,Epitope tags,Embryo,Forelimb,"MeSH Description=A front limb of a quadruped. (The Random House College Dictionary, 1980)","106260396,90.2,18.1,45696",GSM5267707: Scx-Flag ChIP-2; Mus musculus; ChIP-Seq,source_name=forelimb cells,age=E13.5,antibody=anti-FLAG,,,
